workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response
26,"""isbant""","""unairs""",17,537,"""More than half""",442,false
26,"""shurry""","""preser""",92,912,"""Fewer than half""",470,false
26,"""padnet""","""fanely""",38,745,"""Fewer than half""",615,true
26,"""zetten""","""unfobs""",97,731,"""More than half""",475,true
26,"""gukbar""","""soarse""",4,558,"""Few""",477,true
26,"""puggle""","""entand""",48,1007,"""Most""",652,false
26,"""dorder""","""coggon""",58,2218,"""Most""",561,true
26,"""pobbit""","""spippy""",73,2584,"""Many""",103,true
26,"""awplor""","""fasees""",1,1829,"""Fewer than half""",3217,true
26,"""ancits""","""smeath""",18,573,"""Few""",570,true
26,"""pirter""","""secent""",59,675,"""Few""",602,false
26,"""middor""","""drooty""",29,537,"""Many""",616,false
26,"""chevel""","""podden""",19,568,"""Few""",482,true
26,"""cosutz""","""spover""",31,579,"""Many""",413,false
26,"""schook""","""jabant""",35,865,"""Many""",642,false
26,"""werner""","""hurmer""",12,1071,"""Most""",508,false
26,"""puggle""","""entand""",76,789,"""More than half""",454,true
26,"""kustle""","""reshix""",92,679,"""More than half""",515,true
26,"""zetten""","""unfobs""",3,685,"""Most""",653,false
26,"""spunge""","""wenple""",25,794,"""Few""",1543,true
26,"""beckel""","""racual""",80,807,"""Fewer than half""",1460,false
26,"""bameta""","""unzast""",27,533,"""Many""",699,false
26,"""sporer""","""firtly""",74,831,"""Most""",590,true
26,"""pirter""","""secent""",22,555,"""Many""",605,false
26,"""chadop""","""shaple""",87,684,"""More than half""",603,true
26,"""raster""","""movell""",89,761,"""Most""",520,true
26,"""umpond""","""marire""",51,632,"""Few""",1427,false
26,"""puctor""","""recure""",68,547,"""Most""",421,true
26,"""monter""","""melelt""",89,564,"""More than half""",392,true
26,"""gukbar""","""soarse""",89,3149,"""Many""",634,true
26,"""sporer""","""firtly""",30,577,"""Many""",438,false
26,"""middor""","""drooty""",69,494,"""Fewer than half""",504,false
26,"""devole""","""sholly""",35,1497,"""Many""",441,false
26,"""isbant""","""unairs""",16,751,"""Fewer than half""",441,true
26,"""isbant""","""unairs""",65,851,"""Most""",367,true
26,"""monter""","""melelt""",15,784,"""Most""",454,false
26,"""spunge""","""wenple""",53,913,"""More than half""",425,true
26,"""devole""","""sholly""",14,572,"""More than half""",400,false
26,"""ancits""","""smeath""",37,698,"""Most""",676,false
26,"""tiklet""","""hullaw""",84,614,"""More than half""",439,true
26,"""isbant""","""unairs""",42,704,"""Few""",596,false
26,"""cosutz""","""spover""",69,665,"""More than half""",848,true
26,"""pirter""","""secent""",27,888,"""Fewer than half""",535,true
26,"""russer""","""huttle""",88,744,"""Most""",433,true
26,"""cosutz""","""spover""",52,1275,"""Fewer than half""",430,false
26,"""coamin""","""mucond""",6,855,"""Few""",466,true
26,"""chadop""","""shaple""",63,626,"""Fewer than half""",604,false
26,"""clidge""","""hensly""",56,762,"""More than half""",674,true
26,"""devole""","""sholly""",36,952,"""Few""",1750,true
26,"""ingell""","""nalill""",70,513,"""Most""",506,true
26,"""puggle""","""entand""",12,550,"""Many""",483,false
26,"""spunge""","""wenple""",65,527,"""Fewer than half""",539,false
26,"""ancits""","""smeath""",59,679,"""Many""",624,true
26,"""shurry""","""preser""",7,570,"""Few""",369,true
26,"""chulks""","""vulhor""",6,512,"""Most""",451,false
26,"""pengyl""","""sedest""",26,910,"""Most""",384,false
26,"""mecket""","""plumry""",59,2126,"""Few""",421,false
26,"""boddle""","""molill""",2,652,"""Many""",489,false
26,"""hadder""","""ollidy""",90,596,"""Few""",545,false
26,"""chulks""","""vulhor""",94,637,"""Many""",471,true
26,"""cather""","""funder""",67,629,"""Most""",396,true
26,"""clidge""","""hensly""",45,566,"""Most""",670,false
26,"""mecket""","""plumry""",25,599,"""Most""",517,false
26,"""pliper""","""sesare""",81,736,"""Few""",493,false
26,"""pobbit""","""spippy""",91,518,"""Most""",449,true
26,"""monter""","""melelt""",82,557,"""Fewer than half""",676,false
26,"""gukbar""","""soarse""",19,537,"""Most""",451,false
26,"""jallem""","""sildal""",46,682,"""Fewer than half""",494,true
26,"""tecker""","""biller""",15,1193,"""Few""",434,true
26,"""chulks""","""vulhor""",94,609,"""Fewer than half""",633,false
26,"""padnet""","""fanely""",63,608,"""Many""",665,true
26,"""birler""","""enciad""",71,589,"""Most""",508,true
26,"""menner""","""nandow""",1,525,"""Many""",394,false
26,"""birler""","""enciad""",86,663,"""Many""",589,true
26,"""pliper""","""sesare""",12,514,"""Many""",530,false
26,"""hadder""","""ollidy""",98,605,"""Fewer than half""",621,false
26,"""sporer""","""firtly""",49,1094,"""More than half""",550,false
26,"""fleeve""","""scalfs""",17,585,"""Most""",500,false
26,"""werner""","""hurmer""",55,578,"""More than half""",409,true
26,"""pirter""","""secent""",52,933,"""Most""",388,true
26,"""beckel""","""racual""",81,695,"""More than half""",752,true
26,"""pengyl""","""sedest""",96,587,"""Many""",528,true
26,"""puggle""","""entand""",70,502,"""Fewer than half""",557,false
26,"""ingell""","""nalill""",35,948,"""Few""",399,true
26,"""werner""","""hurmer""",55,643,"""Fewer than half""",503,false
26,"""strant""","""potind""",82,604,"""More than half""",540,true
26,"""sporer""","""firtly""",30,801,"""Fewer than half""",539,true
26,"""chevel""","""podden""",7,615,"""Many""",502,false
26,"""padnet""","""fanely""",59,728,"""Most""",448,true
26,"""boddle""","""molill""",35,804,"""Fewer than half""",499,true
26,"""bemble""","""squank""",51,662,"""Most""",655,true
26,"""devole""","""sholly""",17,1049,"""Fewer than half""",2723,true
26,"""coamin""","""mucond""",38,744,"""Most""",1404,false
26,"""menner""","""nandow""",14,714,"""Few""",840,true
26,"""russer""","""huttle""",66,623,"""Many""",362,true
26,"""padnet""","""fanely""",44,626,"""More than half""",389,false
26,"""cather""","""funder""",2,1430,"""Many""",466,false
26,"""schook""","""jabant""",59,586,"""Fewer than half""",722,false
26,"""pliper""","""sesare""",15,484,"""More than half""",506,false
26,"""middor""","""drooty""",85,631,"""More than half""",488,true
26,"""werner""","""hurmer""",77,575,"""Few""",470,false
26,"""schook""","""jabant""",1,503,"""Most""",594,false
26,"""puggle""","""entand""",67,1000,"""Few""",2154,false
26,"""fleeve""","""scalfs""",23,637,"""Few""",449,true
26,"""jallem""","""sildal""",29,701,"""Many""",437,false
26,"""clidge""","""hensly""",45,1140,"""Few""",449,true
26,"""bemble""","""squank""",5,1629,"""Fewer than half""",619,true
26,"""boddle""","""molill""",10,585,"""Few""",470,true
26,"""shrile""","""athoid""",13,525,"""Most""",460,false
26,"""shamer""","""bloifs""",20,685,"""Most""",390,false
26,"""boddle""","""molill""",57,1118,"""Most""",436,true
26,"""chevel""","""podden""",87,938,"""Most""",618,true
26,"""birler""","""enciad""",82,659,"""Few""",430,false
26,"""puctor""","""recure""",42,998,"""Few""",417,true
26,"""beckel""","""racual""",65,593,"""Many""",676,true
26,"""mecket""","""plumry""",28,606,"""Many""",424,false
26,"""beckel""","""racual""",29,701,"""Few""",419,true
27,"""glerb""","""fizzda""",20,16784,"""All""",4672,true
27,"""thonk""","""krangly""",82,4928,"""Some""",2464,false
27,"""slarm""","""briddle""",11,2944,"""None""",2897,false
27,"""klong""","""nooty""",62,5328,"""All""",2399,false
27,"""dring""","""larfy""",28,2895,"""None""",1855,false
27,"""floom""","""plerful""",92,4751,"""Some""",2334,true
27,"""blek""","""orkital""",54,2080,"""None""",2992,true
27,"""tenk""","""glurgy""",8,2433,"""All""",1873,false
27,"""beckel""","""racual""",61,2097,"""Fewer than half""",4561,false
27,"""bameta""","""unzast""",59,3121,"""Most""",113,false
27,"""pirter""","""secent""",68,3456,"""Many""",3312,true
27,"""padnet""","""fanely""",98,1760,"""Few""",2832,false
27,"""awplor""","""fasees""",93,1744,"""Many""",143,false
27,"""sporer""","""firtly""",53,2480,"""Most""",2911,true
27,"""isbant""","""unairs""",98,2383,"""Most""",2736,true
27,"""shamer""","""bloifs""",93,2208,"""Few""",1807,false
27,"""russer""","""huttle""",93,1633,"""Most""",2095,true
27,"""spunge""","""wenple""",32,1552,"""More than half""",2416,false
27,"""pobbit""","""spippy""",34,1728,"""Few""",4032,true
27,"""strant""","""potind""",71,2607,"""Fewer than half""",2337,false
27,"""mecket""","""plumry""",4,1777,"""More than half""",2304,false
27,"""chulks""","""vulhor""",91,1761,"""Many""",2752,true
27,"""raster""","""movell""",10,1583,"""Fewer than half""",2800,true
27,"""mecket""","""plumry""",53,1408,"""Many""",2208,true
27,"""boddle""","""molill""",92,1439,"""Few""",2224,false
27,"""bemble""","""squank""",67,2208,"""Most""",1631,true
27,"""umpond""","""marire""",36,1392,"""Few""",2128,true
27,"""zetten""","""unfobs""",4,2239,"""Few""",1743,true
27,"""beckel""","""racual""",43,2175,"""Few""",1679,false
27,"""pengyl""","""sedest""",53,1488,"""Fewer than half""",2879,false
27,"""birler""","""enciad""",14,1185,"""Fewer than half""",1743,true
27,"""pobbit""","""spippy""",68,1616,"""Most""",1473,true
27,"""cosutz""","""spover""",19,1568,"""Most""",1424,false
27,"""coamin""","""mucond""",78,1312,"""Few""",1535,false
27,"""sporer""","""firtly""",1,1424,"""Few""",1505,true
27,"""sporer""","""firtly""",66,1216,"""More than half""",2032,true
27,"""russer""","""huttle""",49,2559,"""Few""",2416,false
27,"""monter""","""melelt""",85,1681,"""Few""",1426,false
27,"""chevel""","""podden""",69,1071,"""Few""",1377,false
27,"""fleeve""","""scalfs""",22,1103,"""Few""",1215,true
27,"""gukbar""","""soarse""",33,1265,"""Few""",1184,true
27,"""raster""","""movell""",78,1072,"""Few""",1967,false
27,"""shrile""","""athoid""",18,1151,"""More than half""",1553,false
27,"""schook""","""jabant""",7,832,"""Most""",2080,false
27,"""chulks""","""vulhor""",67,975,"""Few""",1407,false
27,"""puggle""","""entand""",62,1264,"""Fewer than half""",1743,false
27,"""werner""","""hurmer""",26,783,"""More than half""",1584,false
27,"""pengyl""","""sedest""",11,672,"""Most""",1328,false
27,"""strant""","""potind""",67,847,"""Many""",1904,true
27,"""zetten""","""unfobs""",90,992,"""Fewer than half""",1471,false
27,"""gukbar""","""soarse""",98,1071,"""Many""",1264,true
27,"""hadder""","""ollidy""",49,624,"""More than half""",1552,false
27,"""gukbar""","""soarse""",82,1168,"""Fewer than half""",1791,false
27,"""isbant""","""unairs""",45,976,"""Fewer than half""",2207,true
27,"""tecker""","""biller""",93,818,"""Few""",2065,false
27,"""clidge""","""hensly""",37,800,"""More than half""",1472,false
27,"""awplor""","""fasees""",23,1057,"""Fewer than half""",1296,true
27,"""shrile""","""athoid""",33,767,"""Most""",1552,false
27,"""jallem""","""sildal""",45,2112,"""Few""",1568,false
27,"""awplor""","""fasees""",85,1135,"""Most""",1280,true
27,"""strant""","""potind""",78,768,"""Few""",1792,false
27,"""kustle""","""reshix""",27,753,"""More than half""",2049,false
27,"""kustle""","""reshix""",1,704,"""Many""",1361,false
27,"""chadop""","""shaple""",5,816,"""More than half""",1216,false
27,"""tiklet""","""hullaw""",5,672,"""Most""",2544,false
27,"""gukbar""","""soarse""",18,1634,"""Most""",1280,false
27,"""bemble""","""squank""",78,720,"""More than half""",2257,true
27,"""ingell""","""nalill""",86,704,"""Most""",1231,true
27,"""menner""","""nandow""",37,1311,"""Fewer than half""",1776,false
27,"""cather""","""funder""",53,1809,"""Many""",129,true
27,"""pengyl""","""sedest""",89,944,"""Many""",1023,true
27,"""kustle""","""reshix""",96,912,"""Fewer than half""",1312,false
27,"""padnet""","""fanely""",36,1601,"""Fewer than half""",1296,true
27,"""bameta""","""unzast""",67,977,"""More than half""",1808,true
27,"""hadder""","""ollidy""",65,689,"""Many""",336,false
27,"""shurry""","""preser""",86,990,"""Fewer than half""",2831,false
27,"""spunge""","""wenple""",96,864,"""Many""",192,true
27,"""clidge""","""hensly""",4,577,"""Most""",1199,false
27,"""isbant""","""unairs""",72,1183,"""More than half""",1441,true
27,"""pliper""","""sesare""",80,737,"""Most""",1056,true
27,"""padnet""","""fanely""",79,831,"""Many""",1776,true
27,"""umpond""","""marire""",80,880,"""More than half""",1360,true
27,"""puggle""","""entand""",13,736,"""More than half""",1168,false
27,"""ingell""","""nalill""",83,688,"""Many""",1296,true
27,"""russer""","""huttle""",51,688,"""More than half""",1231,true
27,"""pirter""","""secent""",3,1280,"""Fewer than half""",1168,true
27,"""pirter""","""secent""",49,1248,"""Few""",1648,false
27,"""dorder""","""coggon""",4,1296,"""Fewer than half""",1712,true
27,"""chulks""","""vulhor""",89,1119,"""Fewer than half""",1247,false
27,"""chadop""","""shaple""",59,2126,"""Fewer than half""",543,false
27,"""cather""","""funder""",88,673,"""More than half""",1136,true
27,"""monter""","""melelt""",70,767,"""Fewer than half""",1184,false
27,"""beckel""","""racual""",42,1024,"""Most""",1152,false
27,"""beckel""","""racual""",6,703,"""More than half""",2672,false
27,"""puctor""","""recure""",48,961,"""Few""",1953,false
27,"""puctor""","""recure""",94,735,"""Most""",1503,true
27,"""tecker""","""biller""",13,672,"""Many""",2080,false
27,"""ancits""","""smeath""",17,753,"""More than half""",3328,false
27,"""pliper""","""sesare""",60,672,"""More than half""",881,true
27,"""shamer""","""bloifs""",83,542,"""Many""",1007,true
27,"""clidge""","""hensly""",24,5296,"""Many""",911,true
27,"""tecker""","""biller""",64,1200,"""Most""",1025,true
27,"""middor""","""drooty""",58,783,"""Fewer than half""",1616,false
27,"""ingell""","""nalill""",62,767,"""Few""",1297,false
27,"""shamer""","""bloifs""",93,751,"""Fewer than half""",1904,false
27,"""dorder""","""coggon""",62,688,"""Few""",1136,false
27,"""zetten""","""unfobs""",49,1504,"""Most""",1007,false
27,"""pirter""","""secent""",92,703,"""Most""",2591,true
27,"""devole""","""sholly""",46,1024,"""Many""",1088,true
27,"""shurry""","""preser""",14,1905,"""More than half""",1343,false
27,"""coppar""","""hunene""",60,975,"""Most""",161,true
27,"""bameta""","""unzast""",27,1200,"""Few""",1135,true
27,"""coppar""","""hunene""",95,785,"""More than half""",1295,true
27,"""shamer""","""bloifs""",6,688,"""Most""",2288,false
27,"""middor""","""drooty""",10,672,"""More than half""",833,false
27,"""cosutz""","""spover""",81,656,"""Fewer than half""",1167,true
27,"""chulks""","""vulhor""",11,799,"""More than half""",1423,false
27,"""chadop""","""shaple""",84,577,"""Few""",1472,false
27,"""boddle""","""molill""",68,624,"""More than half""",1953,true
27,"""tiklet""","""hullaw""",31,929,"""More than half""",176,false
27,"""ancits""","""smeath""",80,736,"""Fewer than half""",1150,false
27,"""pluset""","""stubad""",48,720,"""Few""",1345,false
27,"""fleeve""","""scalfs""",69,735,"""Fewer than half""",1343,false
27,"""ingell""","""nalill""",90,688,"""More than half""",882,true
27,"""birler""","""enciad""",52,1199,"""Most""",1281,true
27,"""shrile""","""athoid""",54,1233,"""Fewer than half""",3840,false
27,"""spunge""","""wenple""",67,911,"""Fewer than half""",1040,false
27,"""pluset""","""stubad""",57,657,"""Many""",1071,true
27,"""bemble""","""squank""",6,896,"""Few""",1248,true
27,"""strant""","""potind""",20,657,"""More than half""",975,false
27,"""hadder""","""ollidy""",4,865,"""Few""",977,true
27,"""dorder""","""coggon""",51,673,"""Many""",993,true
27,"""tiklet""","""hullaw""",68,623,"""Many""",1072,true
27,"""schook""","""jabant""",21,848,"""Many""",961,true
27,"""cather""","""funder""",10,848,"""Few""",3856,true
27,"""mecket""","""plumry""",68,625,"""Fewer than half""",1487,false
27,"""devole""","""sholly""",90,607,"""Most""",768,true
27,"""menner""","""nandow""",94,641,"""Many""",977,true
27,"""werner""","""hurmer""",41,1121,"""Most""",2528,false
27,"""hadder""","""ollidy""",38,671,"""Most""",1104,false
27,"""pliper""","""sesare""",39,1137,"""Fewer than half""",1439,true
27,"""pluset""","""stubad""",20,1950,"""Fewer than half""",1215,true
27,"""zetten""","""unfobs""",15,624,"""More than half""",944,false
27,"""tiklet""","""hullaw""",37,2112,"""Few""",1184,false
27,"""chevel""","""podden""",8,880,"""Fewer than half""",1216,true
27,"""chevel""","""podden""",74,623,"""More than half""",1167,true
27,"""coamin""","""mucond""",9,831,"""More than half""",1280,false
27,"""middor""","""drooty""",23,688,"""Most""",848,false
27,"""padnet""","""fanely""",77,753,"""Most""",1105,true
27,"""shrile""","""athoid""",61,736,"""Many""",1183,true
27,"""shurry""","""preser""",68,560,"""Many""",1487,true
27,"""mecket""","""plumry""",18,1041,"""Few""",4065,true
27,"""raster""","""movell""",83,640,"""More than half""",1456,true
27,"""hadder""","""ollidy""",74,814,"""Fewer than half""",912,false
27,"""jallem""","""sildal""",63,817,"""Most""",1056,true
27,"""shurry""","""preser""",28,736,"""Few""",3039,true
27,"""fleeve""","""scalfs""",26,720,"""Most""",1326,false
27,"""awplor""","""fasees""",12,720,"""Few""",1296,true
27,"""bemble""","""squank""",15,849,"""Fewer than half""",1152,true
27,"""werner""","""hurmer""",36,736,"""Many""",1152,true
27,"""pengyl""","""sedest""",30,705,"""More than half""",1360,false
27,"""zetten""","""unfobs""",95,705,"""Many""",1665,true
27,"""spunge""","""wenple""",77,1521,"""Few""",1168,false
27,"""coppar""","""hunene""",17,624,"""Fewer than half""",1152,true
27,"""pobbit""","""spippy""",65,559,"""More than half""",959,true
27,"""kustle""","""reshix""",32,1008,"""Most""",1792,false
27,"""monter""","""melelt""",47,800,"""More than half""",928,false
27,"""schook""","""jabant""",46,657,"""More than half""",896,false
27,"""dorder""","""coggon""",95,720,"""Most""",1730,true
27,"""bameta""","""unzast""",42,1504,"""Fewer than half""",3151,true
27,"""puggle""","""entand""",40,704,"""Most""",832,false
27,"""fleeve""","""scalfs""",38,640,"""More than half""",1167,false
27,"""chevel""","""podden""",54,896,"""Most""",1041,true
27,"""menner""","""nandow""",78,639,"""Most""",1040,true
27,"""tiklet""","""hullaw""",98,1263,"""Fewer than half""",1777,false
27,"""shrile""","""athoid""",81,1182,"""Few""",1664,false
27,"""isbant""","""unairs""",63,801,"""Many""",1136,true
27,"""puggle""","""entand""",56,1809,"""Few""",1152,false
27,"""raster""","""movell""",99,1888,"""Many""",1616,true
27,"""ancits""","""smeath""",60,928,"""Many""",1472,true
27,"""birler""","""enciad""",52,880,"""More than half""",1153,true
27,"""bameta""","""unzast""",39,945,"""Many""",976,true
27,"""cather""","""funder""",58,1056,"""Most""",1089,true
27,"""sporer""","""firtly""",7,1042,"""Fewer than half""",2290,true
27,"""shurry""","""preser""",35,848,"""Most""",992,false
27,"""coppar""","""hunene""",7,1040,"""Few""",1265,true
27,"""dorder""","""coggon""",92,674,"""More than half""",911,true
27,"""spunge""","""wenple""",43,720,"""Most""",896,false
27,"""menner""","""nandow""",92,735,"""Few""",1729,false
27,"""fleeve""","""scalfs""",70,704,"""Many""",1200,true
27,"""ancits""","""smeath""",3,672,"""Most""",945,false
27,"""chadop""","""shaple""",60,560,"""Many""",2208,true
27,"""beckel""","""racual""",81,753,"""Many""",1376,true
27,"""middor""","""drooty""",44,2000,"""Few""",1295,false
27,"""boddle""","""molill""",19,1152,"""Fewer than half""",1856,true
27,"""umpond""","""marire""",57,640,"""Most""",878,true
27,"""isbant""","""unairs""",59,1247,"""Few""",1151,false
27,"""jallem""","""sildal""",11,1905,"""Many""",2512,false
27,"""pliper""","""sesare""",38,1551,"""Few""",1520,false
27,"""jallem""","""sildal""",12,1279,"""Fewer than half""",1184,true
27,"""pobbit""","""spippy""",29,1537,"""Many""",1023,false
27,"""chadop""","""shaple""",8,704,"""Most""",2610,false
27,"""werner""","""hurmer""",94,815,"""Fewer than half""",1457,false
27,"""cosutz""","""spover""",41,865,"""Few""",1776,false
27,"""ingell""","""nalill""",34,1088,"""Fewer than half""",1520,true
27,"""pirter""","""secent""",71,671,"""More than half""",1183,true
27,"""padnet""","""fanely""",76,656,"""More than half""",1117,true
27,"""cosutz""","""spover""",12,831,"""More than half""",960,false
27,"""strant""","""potind""",46,1616,"""Most""",1264,false
27,"""werner""","""hurmer""",75,2001,"""Few""",2528,false
27,"""mecket""","""plumry""",34,832,"""Most""",256,false
27,"""devole""","""sholly""",97,736,"""Few""",1568,false
27,"""middor""","""drooty""",28,1455,"""Many""",1056,true
27,"""raster""","""movell""",66,896,"""Most""",1488,true
27,"""clidge""","""hensly""",51,881,"""Fewer than half""",1457,false
27,"""chevel""","""podden""",40,912,"""Many""",2528,true
27,"""birler""","""enciad""",75,671,"""Many""",1121,true
27,"""russer""","""huttle""",30,991,"""Fewer than half""",1824,true
27,"""coamin""","""mucond""",1,672,"""Most""",1055,false
27,"""umpond""","""marire""",24,735,"""Fewer than half""",1951,true
27,"""devole""","""sholly""",9,592,"""Fewer than half""",1264,true
27,"""pengyl""","""sedest""",27,2815,"""Few""",1855,true
27,"""cather""","""funder""",27,799,"""Fewer than half""",1182,true
27,"""puctor""","""recure""",59,560,"""More than half""",975,true
27,"""ancits""","""smeath""",63,768,"""Few""",1378,false
27,"""puctor""","""recure""",13,1615,"""Many""",1264,false
27,"""clidge""","""hensly""",87,800,"""Few""",1264,false
27,"""tecker""","""biller""",94,640,"""More than half""",879,true
27,"""gukbar""","""soarse""",43,752,"""More than half""",992,false
27,"""cosutz""","""spover""",78,769,"""Many""",1072,true
27,"""pobbit""","""spippy""",13,1088,"""Fewer than half""",1105,true
27,"""pliper""","""sesare""",58,720,"""Many""",880,true
27,"""coppar""","""hunene""",4,608,"""Many""",1008,false
27,"""tecker""","""biller""",29,608,"""Fewer than half""",1184,true
27,"""coamin""","""mucond""",84,768,"""Fewer than half""",960,false
27,"""pluset""","""stubad""",69,528,"""More than half""",1392,true
27,"""pluset""","""stubad""",79,624,"""Most""",1088,true
27,"""umpond""","""marire""",88,625,"""Many""",1008,true
27,"""chulks""","""vulhor""",21,719,"""Most""",1136,false
27,"""awplor""","""fasees""",70,591,"""More than half""",1536,true
27,"""coamin""","""mucond""",66,656,"""Many""",1359,true
27,"""puggle""","""entand""",83,608,"""Many""",993,true
27,"""monter""","""melelt""",24,496,"""Most""",1024,false
27,"""birler""","""enciad""",36,1120,"""Few""",1697,false
27,"""boddle""","""molill""",42,510,"""Many""",1666,true
27,"""schook""","""jabant""",13,544,"""Few""",1967,true
27,"""monter""","""melelt""",58,592,"""Many""",2113,true
27,"""bemble""","""squank""",23,993,"""Many""",1120,true
27,"""schook""","""jabant""",73,703,"""Fewer than half""",1343,false
27,"""russer""","""huttle""",10,1329,"""Many""",1616,false
27,"""sporer""","""firtly""",53,689,"""Many""",1072,true
27,"""jallem""","""sildal""",53,545,"""More than half""",864,true
27,"""puctor""","""recure""",33,878,"""Fewer than half""",960,true
27,"""boddle""","""molill""",72,737,"""Most""",1408,true
27,"""shamer""","""bloifs""",22,737,"""More than half""",1184,false
27,"""kustle""","""reshix""",92,625,"""Few""",1648,false
27,"""menner""","""nandow""",54,718,"""More than half""",1056,true
27,"""devole""","""sholly""",64,544,"""More than half""",814,true
28,"""glerb""","""fizzda""",20,4449,"""All""",4416,true
28,"""thonk""","""krangly""",82,6496,"""Some""",2780,true
28,"""slarm""","""briddle""",11,2598,"""None""",2239,false
28,"""klong""","""nooty""",62,2337,"""All""",3025,false
28,"""dring""","""larfy""",28,2616,"""None""",192,true
28,"""floom""","""plerful""",92,1917,"""Some""",1806,true
28,"""blek""","""orkital""",54,2233,"""None""",1465,false
28,"""tenk""","""glurgy""",8,1167,"""All""",2313,false
28,"""zetten""","""unfobs""",64,1648,"""Many""",120,false
28,"""padnet""","""fanely""",33,3498,"""Fewer than half""",2643,true
28,"""puctor""","""recure""",47,2004,"""Most""",1656,false
28,"""pobbit""","""spippy""",40,7216,"""More than half""",1516,true
28,"""raster""","""movell""",43,1556,"""More than half""",1080,false
28,"""pirter""","""secent""",48,5112,"""Fewer than half""",1362,true
28,"""boddle""","""molill""",44,2046,"""Fewer than half""",2914,false
28,"""dorder""","""coggon""",31,3190,"""More than half""",1420,false
28,"""strant""","""potind""",2,2555,"""Many""",1264,false
28,"""cather""","""funder""",1,2414,"""Fewer than half""",1055,true
28,"""sporer""","""firtly""",5,1328,"""Most""",2320,false
28,"""padnet""","""fanely""",20,1752,"""Most""",935,false
28,"""jallem""","""sildal""",32,1855,"""Fewer than half""",319,true
28,"""gukbar""","""soarse""",66,2483,"""Fewer than half""",441,false
28,"""ancits""","""smeath""",93,2165,"""More than half""",3335,true
28,"""hadder""","""ollidy""",51,1168,"""More than half""",172,true
28,"""tecker""","""biller""",11,1298,"""Most""",1616,false
28,"""ancits""","""smeath""",18,1835,"""Many""",976,false
28,"""tiklet""","""hullaw""",84,1719,"""More than half""",1268,false
28,"""russer""","""huttle""",45,1107,"""Fewer than half""",1434,true
28,"""hadder""","""ollidy""",85,1922,"""Fewer than half""",1031,false
28,"""pliper""","""sesare""",27,1169,"""Most""",191,false
28,"""sporer""","""firtly""",17,1277,"""Many""",879,true
28,"""jallem""","""sildal""",15,967,"""More than half""",1227,false
28,"""awplor""","""fasees""",23,1031,"""Many""",1188,true
28,"""devole""","""sholly""",18,1320,"""Fewer than half""",1412,true
28,"""bemble""","""squank""",68,900,"""Few""",1411,true
28,"""umpond""","""marire""",8,1959,"""Fewer than half""",1654,true
28,"""padnet""","""fanely""",84,849,"""Few""",1399,true
28,"""ancits""","""smeath""",52,1242,"""Few""",1095,true
28,"""middor""","""drooty""",40,780,"""Many""",1048,true
28,"""cosutz""","""spover""",86,1033,"""Fewer than half""",1219,true
28,"""bameta""","""unzast""",81,574,"""Many""",577,true
28,"""kustle""","""reshix""",72,491,"""Many""",913,true
28,"""coamin""","""mucond""",57,619,"""Most""",1413,true
28,"""pluset""","""stubad""",25,392,"""Few""",869,true
28,"""ancits""","""smeath""",73,1558,"""Fewer than half""",185,false
28,"""pobbit""","""spippy""",24,989,"""Most""",1155,false
28,"""spunge""","""wenple""",62,4884,"""Most""",222,true
28,"""kustle""","""reshix""",53,587,"""Few""",592,true
28,"""clidge""","""hensly""",63,401,"""Few""",816,true
28,"""strant""","""potind""",46,497,"""Few""",1122,true
28,"""coamin""","""mucond""",90,853,"""Few""",1667,true
28,"""coamin""","""mucond""",55,856,"""More than half""",1604,true
28,"""coppar""","""hunene""",92,1095,"""Few""",1195,true
28,"""bameta""","""unzast""",36,1092,"""Fewer than half""",1229,true
28,"""raster""","""movell""",48,820,"""Most""",1427,true
28,"""boddle""","""molill""",11,527,"""More than half""",1275,false
28,"""fleeve""","""scalfs""",60,764,"""More than half""",2448,true
28,"""isbant""","""unairs""",43,1166,"""Many""",1263,false
28,"""mecket""","""plumry""",62,885,"""More than half""",1609,true
28,"""jallem""","""sildal""",84,634,"""Few""",1373,true
28,"""spunge""","""wenple""",98,1193,"""More than half""",963,true
28,"""werner""","""hurmer""",80,693,"""Fewer than half""",1091,true
28,"""pluset""","""stubad""",55,536,"""Many""",1192,true
28,"""clidge""","""hensly""",95,740,"""Most""",839,true
28,"""werner""","""hurmer""",74,267,"""Most""",1251,true
28,"""gukbar""","""soarse""",49,521,"""Few""",1697,true
28,"""middor""","""drooty""",47,1267,"""Few""",1591,true
28,"""shrile""","""athoid""",75,605,"""More than half""",1126,true
28,"""puggle""","""entand""",51,330,"""Most""",966,true
28,"""mecket""","""plumry""",64,312,"""Most""",1189,true
28,"""chevel""","""podden""",74,255,"""Many""",1108,true
28,"""pengyl""","""sedest""",93,262,"""Few""",973,true
28,"""hadder""","""ollidy""",70,542,"""Most""",1043,true
28,"""beckel""","""racual""",30,139,"""Many""",1214,true
28,"""boddle""","""molill""",32,665,"""Most""",991,false
28,"""puggle""","""entand""",67,1448,"""Fewer than half""",1079,false
28,"""fleeve""","""scalfs""",42,1353,"""Few""",907,true
28,"""chulks""","""vulhor""",59,1009,"""More than half""",827,true
28,"""shrile""","""athoid""",83,825,"""Many""",485,true
28,"""padnet""","""fanely""",29,927,"""More than half""",2492,false
